,file_name,predictions
0,RalphLauren_6797246895_10153653331506896_.jpg,1
1,coach_24902886692_100903476692_.jpg,0
2,RalphLauren_6797246895_10153677077256896_.jpg,0
3,coach_24902886692_101737741692_.jpg,0
4,RalphLauren_6797246895_10153659909701896_.jpg,0
5,coach_24902886692_93150646692_.jpg,0
6,coach_24902886692_96414646692_.jpg,0
7,coach_24902886692_96413671692_.jpg,0
8,coach_24902886692_93151006692_.jpg,0
9,nike_15087023444_10152131492108445_.jpg,0
10,nike_15087023444_10152134860623445_.jpg,0
11,PVH.Corp_225748250817431_529531480439105_.jpg,0
12,PVH.Corp_225748250817431_347285641981093_.jpg,0
13,PVH.Corp_225748250817431_421418934583694_.jpg,0
14,PVH.Corp_225748250817431_423795897679331_.jpg,0
15,coach_24902886692_93150641692_.jpg,0
16,PVH.Corp_225748250817431_228296803916038_.jpg,0
17,coach_24902886692_93150631692_.jpg,0
18,coach_24902886692_93150621692_.jpg,0
19,PVH.Corp_225748250817431_290407394351516_.jpg,0
20,nike_15087023444_10152397042633445_.jpg,0
21,coach_24902886692_93150636692_.jpg,0
22,PVH.Corp_225748250817431_1168384813220432_.jpg,1
